installment_id,disbursement_id,installment_number,due_date,due_amount,paid_at,paid_amount
INST_0001100,DISB_000092,2,2025-09-02,9328.89,2025-08-30,9328.89
INST_0001101,DISB_000092,3,2025-10-02,9328.89,2025-09-28,9328.89
INST_0001102,DISB_000092,4,2025-11-01,9328.89,2025-10-28,9328.89
INST_0001103,DISB_000092,5,2025-12-01,9328.89,2025-11-28,9328.89
INST_0001104,DISB_000092,6,2025-12-31,9328.89,2025-12-28,9328.89
INST_0001105,DISB_000092,7,2026-01-30,9328.89,,
INST_0001106,DISB_000092,8,2026-03-01,9328.89,,
INST_0001107,DISB_000092,9,2026-03-31,9328.89,,
INST_0001108,DISB_000093,1,2025-03-31,85972.92,2025-03-30,85972.92
INST_0001109,DISB_000093,2,2025-04-30,85972.92,,
INST_0001110,DISB_000093,3,2025-05-30,85972.92,2025-05-25,85972.92
INST_0001111,DISB_000093,4,2025-06-29,85972.92,2025-07-13,85972.92
INST_0001112,DISB_000093,5,2025-07-29,85972.92,2025-07-27,85972.92
INST_0001113,DISB_000093,6,2025-08-28,85972.92,2025-08-24,85972.92
INST_0001114,DISB_000093,7,2025-09-27,85972.92,2025-09-25,85972.92
INST_0001115,DISB_000093,8,2025-10-27,85972.92,2025-10-27,85972.92
INST_0001116,DISB_000093,9,2025-11-26,85972.92,2025-11-23,85972.92
INST_0001117,DISB_000093,10,2025-12-26,85972.92,2025-12-25,85972.92
INST_0001118,DISB_000093,11,2026-01-25,85972.92,,
INST_0001119,DISB_000093,12,2026-02-24,85972.92,,
INST_0001120,DISB_000093,13,2026-03-26,85972.92,,
INST_0001121,DISB_000093,14,2026-04-25,85972.92,,
INST_0001122,DISB_000093,15,2026-05-25,85972.92,,
INST_0001123,DISB_000093,16,2026-06-24,85972.92,,
INST_0001124,DISB_000093,17,2026-07-24,85972.92,,
INST_0001125,DISB_000093,18,2026-08-23,85972.92,,
INST_0001126,DISB_000094,1,2025-04-29,10528.5,2025-04-27,10528.5
INST_0001127,DISB_000094,2,2025-05-29,10528.5,,
INST_0001128,DISB_000094,3,2025-06-28,10528.5,2025-06-27,10528.5
INST_0001129,DISB_000094,4,2025-07-28,10528.5,2025-07-27,10528.5
INST_0001130,DISB_000094,5,2025-08-27,10528.5,2025-08-23,10528.5
INST_0001131,DISB_000094,6,2025-09-26,10528.5,2025-10-07,10528.5
INST_0001132,DISB_000095,1,2025-06-06,122633.33,2025-06-06,122633.33
INST_0001133,DISB_000095,2,2025-07-06,122633.33,,
INST_0001134,DISB_000095,3,2025-08-05,122633.33,2025-08-04,122633.33
INST_0001135,DISB_000095,4,2025-09-04,122633.33,2025-09-04,122633.33
INST_0001136,DISB_000095,5,2025-10-04,122633.33,2025-10-02,122633.33
INST_0001137,DISB_000095,6,2025-11-03,122633.33,,
INST_0001138,DISB_000096,1,2025-02-23,40970.0,2025-02-18,40970.0
INST_0001139,DISB_000096,2,2025-03-25,40970.0,2025-03-24,40970.0
INST_0001140,DISB_000096,3,2025-04-24,40970.0,2025-05-13,40970.0
INST_0001141,DISB_000096,4,2025-05-24,40970.0,,
INST_0001142,DISB_000096,5,2025-06-23,40970.0,2025-06-23,40970.0
INST_0001143,DISB_000096,6,2025-07-23,40970.0,2025-07-20,40970.0
INST_0001144,DISB_000096,7,2025-08-22,40970.0,2025-08-22,40970.0
INST_0001145,DISB_000096,8,2025-09-21,40970.0,2025-10-09,40970.0
INST_0001146,DISB_000096,9,2025-10-21,40970.0,2025-10-21,40970.0
INST_0001147,DISB_000096,10,2025-11-20,40970.0,,
INST_0001148,DISB_000096,11,2025-12-20,40970.0,2026-01-04,40970.0
INST_0001149,DISB_000096,12,2026-01-19,40970.0,,
INST_0001150,DISB_000096,13,2026-02-18,40970.0,,
INST_0001151,DISB_000096,14,2026-03-20,40970.0,,
INST_0001152,DISB_000096,15,2026-04-19,40970.0,,
INST_0001153,DISB_000096,16,2026-05-19,40970.0,,
INST_0001154,DISB_000096,17,2026-06-18,40970.0,,
INST_0001155,DISB_000096,18,2026-07-18,40970.0,,
INST_0001156,DISB_000096,19,2026-08-17,40970.0,,
INST_0001157,DISB_000096,20,2026-09-16,40970.0,,
INST_0001158,DISB_000096,21,2026-10-16,40970.0,,
INST_0001159,DISB_000096,22,2026-11-15,40970.0,,
INST_0001160,DISB_000096,23,2026-12-15,40970.0,,
INST_0001161,DISB_000096,24,2027-01-14,40970.0,,
INST_0001162,DISB_000097,1,2025-06-30,8424.67,2025-06-28,8424.67
INST_0001163,DISB_000097,2,2025-07-30,8424.67,2025-07-28,8424.67
INST_0001164,DISB_000097,3,2025-08-29,8424.67,2025-08-24,8424.67
INST_0001165,DISB_000097,4,2025-09-28,8424.67,2025-09-23,8424.67
INST_0001166,DISB_000097,5,2025-10-28,8424.67,2025-10-23,8424.67
INST_0001167,DISB_000097,6,2025-11-27,8424.67,2025-11-27,8424.67
INST_0001168,DISB_000097,7,2025-12-27,8424.67,2025-12-22,8424.67
INST_0001169,DISB_000097,8,2026-01-26,8424.67,,
INST_0001170,DISB_000097,9,2026-02-25,8424.67,,
INST_0001171,DISB_000097,10,2026-03-27,8424.67,,
INST_0001172,DISB_000097,11,2026-04-26,8424.67,,
INST_0001173,DISB_000097,12,2026-05-26,8424.67,,
INST_0001174,DISB_000097,13,2026-06-25,8424.67,,
INST_0001175,DISB_000097,14,2026-07-25,8424.67,,
INST_0001176,DISB_000097,15,2026-08-24,8424.67,,
INST_0001177,DISB_000097,16,2026-09-23,8424.67,,
INST_0001178,DISB_000097,17,2026-10-23,8424.67,,
INST_0001179,DISB_000097,18,2026-11-22,8424.67,,
INST_0001180,DISB_000097,19,2026-12-22,8424.67,,
INST_0001181,DISB_000097,20,2027-01-21,8424.67,,
INST_0001182,DISB_000097,21,2027-02-20,8424.67,,
INST_0001183,DISB_000097,22,2027-03-22,8424.67,,
INST_0001184,DISB_000097,23,2027-04-21,8424.67,,
INST_0001185,DISB_000097,24,2027-05-21,8424.67,,
INST_0001186,DISB_000098,1,2025-12-10,16800.38,2025-12-08,16800.38
INST_0001187,DISB_000098,2,2026-01-09,16800.38,2026-01-05,16800.38
INST_0001188,DISB_000098,3,2026-02-08,16800.38,,
INST_0001189,DISB_000098,4,2026-03-10,16800.38,,
INST_0001190,DISB_000098,5,2026-04-09,16800.38,,
INST_0001191,DISB_000098,6,2026-05-09,16800.38,,
INST_0001192,DISB_000098,7,2026-06-08,16800.38,,
INST_0001193,DISB_000098,8,2026-07-08,16800.38,,
INST_0001194,DISB_000098,9,2026-08-07,16800.38,,
INST_0001195,DISB_000098,10,2026-09-06,16800.38,,
INST_0001196,DISB_000098,11,2026-10-06,16800.38,,
INST_0001197,DISB_000098,12,2026-11-05,16800.38,,
INST_0001198,DISB_000098,13,2026-12-05,16800.38,,
INST_0001199,DISB_000098,14,2027-01-04,16800.38,,
INST_0001200,DISB_000098,15,2027-02-03,16800.38,,
INST_0001201,DISB_000098,16,2027-03-05,16800.38,,
INST_0001202,DISB_000098,17,2027-04-04,16800.38,,
INST_0001203,DISB_000098,18,2027-05-04,16800.38,,
INST_0001204,DISB_000099,1,2025-11-29,24389.17,2025-11-24,24389.17
INST_0001205,DISB_000099,2,2025-12-29,24389.17,2025-12-24,24389.17
INST_0001206,DISB_000099,3,2026-01-28,24389.17,,
INST_0001207,DISB_000099,4,2026-02-27,24389.17,,
INST_0001208,DISB_000099,5,2026-03-29,24389.17,,
INST_0001209,DISB_000099,6,2026-04-28,24389.17,,
INST_0001210,DISB_000100,1,2025-05-01,24383.33,2025-04-30,24383.33
INST_0001211,DISB_000100,2,2025-05-31,24383.33,2025-05-28,24383.33
INST_0001212,DISB_000100,3,2025-06-30,24383.33,2025-07-15,24383.33
INST_0001213,DISB_000100,4,2025-07-30,24383.33,2025-07-28,24383.33
INST_0001214,DISB_000100,5,2025-08-29,24383.33,2025-08-26,24383.33
INST_0001215,DISB_000100,6,2025-09-28,24383.33,2025-10-30,24383.33
INST_0001216,DISB_000101,1,2026-01-06,20339.58,2026-01-05,20339.58
INST_0001217,DISB_000101,2,2026-02-05,20339.58,,
INST_0001218,DISB_000101,3,2026-03-07,20339.58,,
INST_0001219,DISB_000102,1,2025-02-16,104475.0,2025-02-16,104475.0
INST_0001220,DISB_000102,2,2025-03-18,104475.0,,
INST_0001221,DISB_000102,3,2025-04-17,104475.0,2025-05-01,104475.0
INST_0001222,DISB_000102,4,2025-05-17,104475.0,2025-05-17,104475.0
INST_0001223,DISB_000102,5,2025-06-16,104475.0,2025-06-12,104475.0
INST_0001224,DISB_000102,6,2025-07-16,104475.0,2025-07-15,104475.0
INST_0001225,DISB_000102,7,2025-08-15,104475.0,2025-08-10,104475.0
INST_0001226,DISB_000102,8,2025-09-14,104475.0,2025-09-11,104475.0
INST_0001227,DISB_000102,9,2025-10-14,104475.0,2025-10-13,104475.0
INST_0001228,DISB_000102,10,2025-11-13,104475.0,2025-11-10,104475.0
INST_0001229,DISB_000102,11,2025-12-13,104475.0,2025-12-12,104475.0
INST_0001230,DISB_000102,12,2026-01-12,104475.0,2026-01-27,104475.0
INST_0001231,DISB_000102,13,2026-02-11,104475.0,,
INST_0001232,DISB_000102,14,2026-03-13,104475.0,,
INST_0001233,DISB_000102,15,2026-04-12,104475.0,,
INST_0001234,DISB_000102,16,2026-05-12,104475.0,,
INST_0001235,DISB_000102,17,2026-06-11,104475.0,,
INST_0001236,DISB_000102,18,2026-07-11,104475.0,,
INST_0001237,DISB_000102,19,2026-08-10,104475.0,,
INST_0001238,DISB_000102,20,2026-09-09,104475.0,,
INST_0001239,DISB_000102,21,2026-10-09,104475.0,,
INST_0001240,DISB_000102,22,2026-11-08,104475.0,,
INST_0001241,DISB_000102,23,2026-12-08,104475.0,,
INST_0001242,DISB_000102,24,2027-01-07,104475.0,,
INST_0001243,DISB_000103,1,2025-03-22,16175.5,2025-04-23,16175.5
INST_0001244,DISB_000103,2,2025-04-21,16175.5,2025-04-16,16175.5
INST_0001245,DISB_000103,3,2025-05-21,16175.5,2025-05-19,16175.5
INST_0001246,DISB_000103,4,2025-06-20,16175.5,2025-06-18,16175.5
INST_0001247,DISB_000103,5,2025-07-20,16175.5,2025-07-20,16175.5
INST_0001248,DISB_000103,6,2025-08-19,16175.5,,
INST_0001249,DISB_000103,7,2025-09-18,16175.5,2025-10-07,16175.5
INST_0001250,DISB_000103,8,2025-10-18,16175.5,2025-10-15,16175.5
INST_0001251,DISB_000103,9,2025-11-17,16175.5,2025-11-12,16175.5
INST_0001252,DISB_000104,1,2025-11-21,68852.5,2025-11-20,68852.5
INST_0001253,DISB_000104,2,2025-12-21,68852.5,2025-12-19,68852.5
INST_0001254,DISB_000104,3,2026-01-20,68852.5,,
INST_0001255,DISB_000104,4,2026-02-19,68852.5,,
INST_0001256,DISB_000104,5,2026-03-21,68852.5,,
INST_0001257,DISB_000104,6,2026-04-20,68852.5,,
INST_0001258,DISB_000105,1,2026-01-17,14826.75,,
INST_0001259,DISB_000105,2,2026-02-16,14826.75,,
INST_0001260,DISB_000105,3,2026-03-18,14826.75,,
INST_0001261,DISB_000105,4,2026-04-17,14826.75,,
INST_0001262,DISB_000105,5,2026-05-17,14826.75,,
INST_0001263,DISB_000105,6,2026-06-16,14826.75,,
INST_0001264,DISB_000105,7,2026-07-16,14826.75,,
INST_0001265,DISB_000105,8,2026-08-15,14826.75,,
INST_0001266,DISB_000105,9,2026-09-14,14826.75,,
INST_0001267,DISB_000105,10,2026-10-14,14826.75,,
INST_0001268,DISB_000105,11,2026-11-13,14826.75,,
INST_0001269,DISB_000105,12,2026-12-13,14826.75,,
INST_0001270,DISB_000106,1,2025-12-10,54325.56,2025-12-08,54325.56
INST_0001271,DISB_000106,2,2026-01-09,54325.56,2026-01-04,54325.56
INST_0001272,DISB_000106,3,2026-02-08,54325.56,,
INST_0001273,DISB_000106,4,2026-03-10,54325.56,,
INST_0001274,DISB_000106,5,2026-04-09,54325.56,,
INST_0001275,DISB_000106,6,2026-05-09,54325.56,,
INST_0001276,DISB_000106,7,2026-06-08,54325.56,,
INST_0001277,DISB_000106,8,2026-07-08,54325.56,,
INST_0001278,DISB_000106,9,2026-08-07,54325.56,,
INST_0001279,DISB_000106,10,2026-09-06,54325.56,,
INST_0001280,DISB_000106,11,2026-10-06,54325.56,,
INST_0001281,DISB_000106,12,2026-11-05,54325.56,,
INST_0001282,DISB_000106,13,2026-12-05,54325.56,,
INST_0001283,DISB_000106,14,2027-01-04,54325.56,,
INST_0001284,DISB_000106,15,2027-02-03,54325.56,,
INST_0001285,DISB_000106,16,2027-03-05,54325.56,,
INST_0001286,DISB_000106,17,2027-04-04,54325.56,,
INST_0001287,DISB_000106,18,2027-05-04,54325.56,,
INST_0001288,DISB_000107,1,2025-05-24,68370.67,2025-05-21,68370.67
INST_0001289,DISB_000107,2,2025-06-23,68370.67,2025-07-25,68370.67
INST_0001290,DISB_000107,3,2025-07-23,68370.67,2025-07-18,68370.67
INST_0001291,DISB_000108,1,2025-07-17,15716.67,2025-07-15,15716.67
INST_0001292,DISB_000108,2,2025-08-16,15716.67,2025-08-15,15716.67
INST_0001293,DISB_000108,3,2025-09-15,15716.67,2025-10-12,15716.67
INST_0001294,DISB_000109,1,2025-09-03,30732.78,2025-09-01,30732.78
INST_0001295,DISB_000109,2,2025-10-03,30732.78,2025-10-01,30732.78
INST_0001296,DISB_000109,3,2025-11-02,30732.78,2025-10-30,30732.78
INST_0001297,DISB_000109,4,2025-12-02,30732.78,2025-11-30,30732.78
INST_0001298,DISB_000109,5,2026-01-01,30732.78,,
INST_0001299,DISB_000109,6,2026-01-31,30732.78,,
INST_0001300,DISB_000109,7,2026-03-02,30732.78,,
INST_0001301,DISB_000109,8,2026-04-01,30732.78,,
INST_0001302,DISB_000109,9,2026-05-01,30732.78,,
INST_0001303,DISB_000109,10,2026-05-31,30732.78,,
INST_0001304,DISB_000109,11,2026-06-30,30732.78,,
INST_0001305,DISB_000109,12,2026-07-30,30732.78,,
INST_0001306,DISB_000109,13,2026-08-29,30732.78,,
INST_0001307,DISB_000109,14,2026-09-28,30732.78,,
INST_0001308,DISB_000109,15,2026-10-28,30732.78,,
INST_0001309,DISB_000109,16,2026-11-27,30732.78,,
INST_0001310,DISB_000109,17,2026-12-27,30732.78,,
INST_0001311,DISB_000109,18,2027-01-26,30732.78,,
INST_0001312,DISB_000110,1,2025-03-08,14593.75,2025-03-03,14593.75
INST_0001313,DISB_000110,2,2025-04-07,14593.75,2025-04-02,14593.75
INST_0001314,DISB_000110,3,2025-05-07,14593.75,2025-05-27,14593.75
INST_0001315,DISB_000110,4,2025-06-06,14593.75,2025-06-05,14593.75
INST_0001316,DISB_000110,5,2025-07-06,14593.75,2025-07-05,14593.75
INST_0001317,DISB_000110,6,2025-08-05,14593.75,2025-07-31,14593.75
INST_0001318,DISB_000110,7,2025-09-04,14593.75,2025-08-31,14593.75
INST_0001319,DISB_000110,8,2025-10-04,14593.75,2025-10-03,14593.75
INST_0001320,DISB_000110,9,2025-11-03,14593.75,2025-11-03,14593.75
INST_0001321,DISB_000110,10,2025-12-03,14593.75,,
INST_0001322,DISB_000110,11,2026-01-02,14593.75,2025-12-30,14593.75
INST_0001323,DISB_000110,12,2026-02-01,14593.75,,
INST_0001324,DISB_000110,13,2026-03-03,14593.75,,
INST_0001325,DISB_000110,14,2026-04-02,14593.75,,
INST_0001326,DISB_000110,15,2026-05-02,14593.75,,
INST_0001327,DISB_000110,16,2026-06-01,14593.75,,
INST_0001328,DISB_000110,17,2026-07-01,14593.75,,
INST_0001329,DISB_000110,18,2026-07-31,14593.75,,
INST_0001330,DISB_000110,19,2026-08-30,14593.75,,
INST_0001331,DISB_000110,20,2026-09-29,14593.75,,
INST_0001332,DISB_000110,21,2026-10-29,14593.75,,
INST_0001333,DISB_000110,22,2026-11-28,14593.75,,
INST_0001334,DISB_000110,23,2026-12-28,14593.75,,
INST_0001335,DISB_000110,24,2027-01-27,14593.75,,
INST_0001336,DISB_000111,1,2026-01-29,70593.33,,
INST_0001337,DISB_000111,2,2026-02-28,70593.33,,
INST_0001338,DISB_000111,3,2026-03-30,70593.33,,
INST_0001339,DISB_000111,4,2026-04-29,70593.33,,
INST_0001340,DISB_000111,5,2026-05-29,70593.33,,
INST_0001341,DISB_000111,6,2026-06-28,70593.33,,
INST_0001342,DISB_000111,7,2026-07-28,70593.33,,
INST_0001343,DISB_000111,8,2026-08-27,70593.33,,
INST_0001344,DISB_000111,9,2026-09-26,70593.33,,
INST_0001345,DISB_000111,10,2026-10-26,70593.33,,
INST_0001346,DISB_000111,11,2026-11-25,70593.33,,
INST_0001347,DISB_000111,12,2026-12-25,70593.33,,
INST_0001348,DISB_000111,13,2027-01-24,70593.33,,
INST_0001349,DISB_000111,14,2027-02-23,70593.33,,
INST_0001350,DISB_000111,15,2027-03-25,70593.33,,
INST_0001351,DISB_000111,16,2027-04-24,70593.33,,
INST_0001352,DISB_000111,17,2027-05-24,70593.33,,
INST_0001353,DISB_000111,18,2027-06-23,70593.33,,
INST_0001354,DISB_000112,1,2025-06-27,15693.0,2025-06-22,15693.0
INST_0001355,DISB_000112,2,2025-07-27,15693.0,2025-07-25,15693.0
INST_0001356,DISB_000112,3,2025-08-26,15693.0,2025-08-22,15693.0
INST_0001357,DISB_000112,4,2025-09-25,15693.0,2025-09-25,15693.0
INST_0001358,DISB_000112,5,2025-10-25,15693.0,2025-10-23,15693.0
INST_0001359,DISB_000112,6,2025-11-24,15693.0,2025-11-23,15693.0
INST_0001360,DISB_000112,7,2025-12-24,15693.0,2026-01-19,15693.0
INST_0001361,DISB_000112,8,2026-01-23,15693.0,,
INST_0001362,DISB_000112,9,2026-02-22,15693.0,,
INST_0001363,DISB_000112,10,2026-03-24,15693.0,,
INST_0001364,DISB_000112,11,2026-04-23,15693.0,,
INST_0001365,DISB_000112,12,2026-05-23,15693.0,,
INST_0001366,DISB_000112,13,2026-06-22,15693.0,,
INST_0001367,DISB_000112,14,2026-07-22,15693.0,,
INST_0001368,DISB_000112,15,2026-08-21,15693.0,,
INST_0001369,DISB_000112,16,2026-09-20,15693.0,,
INST_0001370,DISB_000112,17,2026-10-20,15693.0,,
INST_0001371,DISB_000112,18,2026-11-19,15693.0,,
INST_0001372,DISB_000112,19,2026-12-19,15693.0,,
INST_0001373,DISB_000112,20,2027-01-18,15693.0,,
INST_0001374,DISB_000112,21,2027-02-17,15693.0,,
INST_0001375,DISB_000112,22,2027-03-19,15693.0,,
INST_0001376,DISB_000112,23,2027-04-18,15693.0,,
INST_0001377,DISB_000112,24,2027-05-18,15693.0,,
INST_0001378,DISB_000113,1,2026-01-30,17396.5,,
INST_0001379,DISB_000113,2,2026-03-01,17396.5,,
INST_0001380,DISB_000113,3,2026-03-31,17396.5,,
INST_0001381,DISB_000113,4,2026-04-30,17396.5,,
INST_0001382,DISB_000113,5,2026-05-30,17396.5,,
INST_0001383,DISB_000113,6,2026-06-29,17396.5,,
INST_0001384,DISB_000113,7,2026-07-29,17396.5,,
INST_0001385,DISB_000113,8,2026-08-28,17396.5,,
INST_0001386,DISB_000113,9,2026-09-27,17396.5,,
INST_0001387,DISB_000113,10,2026-10-27,17396.5,,
INST_0001388,DISB_000113,11,2026-11-26,17396.5,,
INST_0001389,DISB_000113,12,2026-12-26,17396.5,,
INST_0001390,DISB_000113,13,2027-01-25,17396.5,,
INST_0001391,DISB_000113,14,2027-02-24,17396.5,,
INST_0001392,DISB_000113,15,2027-03-26,17396.5,,
INST_0001393,DISB_000113,16,2027-04-25,17396.5,,
INST_0001394,DISB_000113,17,2027-05-25,17396.5,,
INST_0001395,DISB_000113,18,2027-06-24,17396.5,,
INST_0001396,DISB_000114,1,2025-10-09,113260.0,2025-10-24,113260.0
INST_0001397,DISB_000114,2,2025-11-08,113260.0,2025-11-07,113260.0
INST_0001398,DISB_000114,3,2025-12-08,113260.0,,
INST_0001399,DISB_000115,1,2025-12-08,74580.56,2025-12-07,74580.56
INST_0001400,DISB_000115,2,2026-01-07,74580.56,2026-01-06,74580.56
INST_0001401,DISB_000115,3,2026-02-06,74580.56,,
INST_0001402,DISB_000115,4,2026-03-08,74580.56,,
INST_0001403,DISB_000115,5,2026-04-07,74580.56,,
INST_0001404,DISB_000115,6,2026-05-07,74580.56,,
INST_0001405,DISB_000115,7,2026-06-06,74580.56,,
INST_0001406,DISB_000115,8,2026-07-06,74580.56,,
INST_0001407,DISB_000115,9,2026-08-05,74580.56,,
INST_0001408,DISB_000116,1,2025-05-23,34159.33,,
INST_0001409,DISB_000116,2,2025-06-22,34159.33,2025-06-22,34159.33
INST_0001410,DISB_000116,3,2025-07-22,34159.33,2025-07-18,34159.33
INST_0001411,DISB_000117,1,2026-01-01,25338.75,2025-12-29,25338.75
INST_0001412,DISB_000117,2,2026-01-31,25338.75,,
INST_0001413,DISB_000117,3,2026-03-02,25338.75,,
INST_0001414,DISB_000117,4,2026-04-01,25338.75,,
INST_0001415,DISB_000117,5,2026-05-01,25338.75,,
INST_0001416,DISB_000117,6,2026-05-31,25338.75,,
INST_0001417,DISB_000117,7,2026-06-30,25338.75,,
INST_0001418,DISB_000117,8,2026-07-30,25338.75,,
INST_0001419,DISB_000117,9,2026-08-29,25338.75,,
INST_0001420,DISB_000117,10,2026-09-28,25338.75,,
INST_0001421,DISB_000117,11,2026-10-28,25338.75,,
INST_0001422,DISB_000117,12,2026-11-27,25338.75,,
INST_0001423,DISB_000118,1,2025-05-19,10195.0,2025-05-19,10195.0
INST_0001424,DISB_000118,2,2025-06-18,10195.0,2025-06-16,10195.0
INST_0001425,DISB_000118,3,2025-07-18,10195.0,2025-07-13,10195.0
INST_0001426,DISB_000118,4,2025-08-17,10195.0,2025-08-16,10195.0
INST_0001427,DISB_000118,5,2025-09-16,10195.0,2025-09-11,10195.0
INST_0001428,DISB_000118,6,2025-10-16,10195.0,2025-10-13,10195.0
INST_0001429,DISB_000118,7,2025-11-15,10195.0,2025-11-14,10195.0
INST_0001430,DISB_000118,8,2025-12-15,10195.0,2026-01-02,10195.0
INST_0001431,DISB_000118,9,2026-01-14,10195.0,2026-01-19,10195.0
INST_0001432,DISB_000118,10,2026-02-13,10195.0,,
INST_0001433,DISB_000118,11,2026-03-15,10195.0,,
INST_0001434,DISB_000118,12,2026-04-14,10195.0,,
INST_0001435,DISB_000118,13,2026-05-14,10195.0,,
INST_0001436,DISB_000118,14,2026-06-13,10195.0,,
INST_0001437,DISB_000118,15,2026-07-13,10195.0,,
INST_0001438,DISB_000118,16,2026-08-12,10195.0,,
INST_0001439,DISB_000118,17,2026-09-11,10195.0,,
INST_0001440,DISB_000118,18,2026-10-11,10195.0,,
INST_0001441,DISB_000118,19,2026-11-10,10195.0,,
INST_0001442,DISB_000118,20,2026-12-10,10195.0,,
INST_0001443,DISB_000118,21,2027-01-09,10195.0,,
INST_0001444,DISB_000118,22,2027-02-08,10195.0,,
INST_0001445,DISB_000118,23,2027-03-10,10195.0,,
INST_0001446,DISB_000118,24,2027-04-09,10195.0,,
INST_0001447,DISB_000119,1,2025-10-25,105750.0,2025-10-20,105750.0
INST_0001448,DISB_000119,2,2025-11-24,105750.0,2025-11-19,105750.0
INST_0001449,DISB_000119,3,2025-12-24,105750.0,2025-12-24,105750.0
INST_0001450,DISB_000119,4,2026-01-23,105750.0,,
INST_0001451,DISB_000119,5,2026-02-22,105750.0,,
INST_0001452,DISB_000119,6,2026-03-24,105750.0,,
INST_0001453,DISB_000119,7,2026-04-23,105750.0,,
INST_0001454,DISB_000119,8,2026-05-23,105750.0,,
INST_0001455,DISB_000119,9,2026-06-22,105750.0,,
INST_0001456,DISB_000119,10,2026-07-22,105750.0,,
INST_0001457,DISB_000119,11,2026-08-21,105750.0,,
INST_0001458,DISB_000119,12,2026-09-20,105750.0,,
INST_0001459,DISB_000119,13,2026-10-20,105750.0,,
INST_0001460,DISB_000119,14,2026-11-19,105750.0,,
INST_0001461,DISB_000119,15,2026-12-19,105750.0,,
INST_0001462,DISB_000119,16,2027-01-18,105750.0,,
INST_0001463,DISB_000119,17,2027-02-17,105750.0,,
INST_0001464,DISB_000119,18,2027-03-19,105750.0,,
INST_0001465,DISB_000119,19,2027-04-18,105750.0,,
INST_0001466,DISB_000119,20,2027-05-18,105750.0,,
INST_0001467,DISB_000119,21,2027-06-17,105750.0,,
INST_0001468,DISB_000119,22,2027-07-17,105750.0,,
INST_0001469,DISB_000119,23,2027-08-16,105750.0,,
INST_0001470,DISB_000119,24,2027-09-15,105750.0,,
INST_0001471,DISB_000120,1,2025-10-03,94393.75,2025-09-29,94393.75
INST_0001472,DISB_000120,2,2025-11-02,94393.75,2025-11-01,94393.75
INST_0001473,DISB_000120,3,2025-12-02,94393.75,2025-11-28,94393.75
INST_0001474,DISB_000120,4,2026-01-01,94393.75,2025-12-31,94393.75
INST_0001475,DISB_000120,5,2026-01-31,94393.75,,
INST_0001476,DISB_000120,6,2026-03-02,94393.75,,
INST_0001477,DISB_000120,7,2026-04-01,94393.75,,
INST_0001478,DISB_000120,8,2026-05-01,94393.75,,
INST_0001479,DISB_000120,9,2026-05-31,94393.75,,
INST_0001480,DISB_000120,10,2026-06-30,94393.75,,
INST_0001481,DISB_000120,11,2026-07-30,94393.75,,
INST_0001482,DISB_000120,12,2026-08-29,94393.75,,
INST_0001483,DISB_000120,13,2026-09-28,94393.75,,
INST_0001484,DISB_000120,14,2026-10-28,94393.75,,
INST_0001485,DISB_000120,15,2026-11-27,94393.75,,
INST_0001486,DISB_000120,16,2026-12-27,94393.75,,
INST_0001487,DISB_000120,17,2027-01-26,94393.75,,
INST_0001488,DISB_000120,18,2027-02-25,94393.75,,
INST_0001489,DISB_000120,19,2027-03-27,94393.75,,
INST_0001490,DISB_000120,20,2027-04-26,94393.75,,
INST_0001491,DISB_000120,21,2027-05-26,94393.75,,
INST_0001492,DISB_000120,22,2027-06-25,94393.75,,
INST_0001493,DISB_000120,23,2027-07-25,94393.75,,
INST_0001494,DISB_000120,24,2027-08-24,94393.75,,
INST_0001495,DISB_000121,1,2025-07-26,13652.5,2025-08-15,13652.5
INST_0001496,DISB_000121,2,2025-08-25,13652.5,2025-08-22,13652.5
INST_0001497,DISB_000121,3,2025-09-24,13652.5,2025-09-24,13652.5
INST_0001498,DISB_000121,4,2025-10-24,13652.5,2025-10-21,13652.5
INST_0001499,DISB_000121,5,2025-11-23,13652.5,2025-11-21,13652.5
INST_0001500,DISB_000121,6,2025-12-23,13652.5,,
INST_0001501,DISB_000121,7,2026-01-22,13652.5,,
INST_0001502,DISB_000121,8,2026-02-21,13652.5,,
INST_0001503,DISB_000121,9,2026-03-23,13652.5,,
INST_0001504,DISB_000121,10,2026-04-22,13652.5,,
INST_0001505,DISB_000121,11,2026-05-22,13652.5,,
INST_0001506,DISB_000121,12,2026-06-21,13652.5,,
INST_0001507,DISB_000121,13,2026-07-21,13652.5,,
INST_0001508,DISB_000121,14,2026-08-20,13652.5,,
INST_0001509,DISB_000121,15,2026-09-19,13652.5,,
INST_0001510,DISB_000121,16,2026-10-19,13652.5,,
INST_0001511,DISB_000121,17,2026-11-18,13652.5,,
INST_0001512,DISB_000121,18,2026-12-18,13652.5,,
INST_0001513,DISB_000121,19,2027-01-17,13652.5,,
INST_0001514,DISB_000121,20,2027-02-16,13652.5,,
INST_0001515,DISB_000121,21,2027-03-18,13652.5,,
INST_0001516,DISB_000121,22,2027-04-17,13652.5,,
INST_0001517,DISB_000121,23,2027-05-17,13652.5,,
INST_0001518,DISB_000121,24,2027-06-16,13652.5,,
INST_0001519,DISB_000122,1,2025-05-18,44591.67,2025-05-15,44591.67
INST_0001520,DISB_000122,2,2025-06-17,44591.67,2025-06-17,44591.67
